,Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
692,692,2318,Nealy Martin,74,62,49,68,66,76,58,65,59,48,45,54,52,47,47,66,64,48,76,69,57,63,65,71,70,70,65,75,70,76,78,79,59,73,44,75,CDM,3,2,Right,"170cm / 5'7""",62kg / 137lb,CM,26,United States,NWSL,NJ/NY Gotham,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nealy-martin/267322,,,,,
693,693,2318,Asun Martínez,74,84,72,72,75,41,79,83,84,75,72,76,69,69,65,74,71,78,72,65,75,73,83,84,69,74,70,40,65,35,40,35,86,83,81,65,RW,3,4,Left,"158cm / 5'2""",54kg / 119lb,"LW, ST, RM",22,Spain,Liga F,Valencia CF,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/asun-martinez/272098,,,,,
694,694,2318,Tegan McGrady,74,69,48,67,67,73,61,67,71,56,46,47,51,48,45,54,73,47,74,68,68,63,73,69,73,68,67,71,58,74,76,79,66,64,60,56,LB,2,3,Left,"167cm / 5'6""",58kg / 128lb,,26,United States,Arkema PL,Dijon FCO,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tegan-mc-grady/267385,,,,,
695,695,2318,Addisyn Merrick,74,53,42,60,68,78,61,49,57,47,38,52,45,33,39,54,51,40,70,68,49,63,71,77,70,72,66,74,75,78,82,76,71,48,69,57,CB,3,2,Right,"163cm / 5'4""",57kg / 126lb,,26,United States,NWSL,Utah Royals FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/addisyn-merrick/267324,,,,,
696,696,2318,Ari Mingueza,74,72,70,76,73,65,67,74,71,71,70,72,71,69,56,69,71,69,83,80,71,75,68,59,70,74,69,62,51,66,73,53,70,70,71,51,CM,3,3,Right,"163cm / 5'4""",52kg / 115lb,CDM,21,Spain,Liga F,Granada CF,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ari-mingueza/277048,,,,,
697,697,2318,Megan Montefusco,74,49,44,59,62,77,69,48,50,47,38,58,45,34,39,53,52,40,70,62,49,58,54,73,71,68,67,76,74,78,78,75,73,60,73,69,CB,3,2,Right,"173cm / 5'8""",64kg / 141lb,,32,United States,NWSL,Orlando Pride,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/megan-montefusco/267291,,,,,
698,698,2318,Esme Morgan,74,76,34,71,67,72,67,75,76,43,32,43,25,34,41,59,65,32,85,75,63,66,60,60,68,73,63,70,59,77,74,71,72,64,68,68,RB,3,2,Right,"178cm / 5'10""",59kg / 130lb,"LB, CB",23,England,NWSL,Washington Spirit,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/esme-morgan/265339,,,,,
699,699,2318,Koko Ange N'Guessan,74,74,72,76,75,41,48,76,72,71,69,81,70,72,69,71,77,73,77,80,71,82,78,57,70,70,60,45,45,35,45,35,56,61,45,35,RW,4,4,Right,"153cm / 5'0""",45kg / 99lb,"LW, RM",33,Côte d'Ivoire,Liga F,UD Tenerife,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/koko-ange-n-guessan/272214,,,,,
700,700,2318,Fuka Nagano,74,78,60,72,79,61,63,78,78,72,62,52,66,49,51,75,58,57,83,74,55,79,82,76,68,79,78,60,45,71,58,57,63,80,59,52,CM,3,3,Right,"160cm / 5'3""",53kg / 117lb,CAM,25,Japan,Barclays WSL,Liverpool,"First Touch, Technical, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fuka-nagano/270892,,,,,
701,701,2318,Monique Ngock,74,67,52,66,69,70,67,65,68,58,53,53,49,49,43,66,49,45,77,72,51,68,67,71,69,72,59,74,51,71,73,71,60,84,59,69,CDM,3,3,Right,"166cm / 5'5""",54kg / 119lb,"CM, RB",19,Cameroon,Arkema PL,Stade de Reims,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/monique-ngock/271890,,,,,
702,702,2318,Andreia Norton,74,67,61,73,77,60,65,70,65,75,63,58,61,43,65,73,65,63,76,80,72,78,82,80,73,75,80,68,52,48,73,52,65,73,64,57,CM,3,4,Right,"162cm / 5'4""",62kg / 137lb,CAM,28,Portugal,Liga Portugal Feminino,SL Benfica,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andreia-norton/261838,,,,,
703,703,2318,Irene Oguiza,74,74,52,64,62,78,66,73,74,65,50,52,51,49,60,62,50,51,71,70,67,50,75,75,60,74,66,82,63,77,82,77,72,69,63,70,CDM,3,3,Right,"170cm / 5'7""",60kg / 132lb,CM,24,Spain,Liga F,Athletic Club,Intercept,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/irene-oguiza/272129,,,,,
704,704,2318,Jacqueline Owusu,74,77,68,70,70,62,75,76,77,74,69,70,67,47,66,75,65,52,77,69,48,69,60,74,76,75,66,74,41,49,75,62,69,74,79,66,CM,3,3,Right,"163cm / 5'4""",58kg / 128lb,,22,Ghana,Liga F,Real Sociedad,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacqueline-owusu/276796,,,,,
705,705,2318,Anna Patten,74,65,44,62,63,76,71,67,63,49,35,63,44,40,56,57,54,51,71,68,51,56,71,50,71,69,75,70,70,79,79,77,76,63,74,73,CB,3,2,Right,"178cm / 5'10""",57kg / 126lb,,25,England,Barclays WSL,Aston Villa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anna-patten/265237,,,,,
706,706,2318,Courtney Petersen,74,75,58,68,70,69,69,73,76,54,54,64,66,53,55,54,74,67,71,72,69,66,75,72,73,72,73,68,67,67,72,74,74,76,66,64,LB,3,3,Left,"165cm / 5'5""",58kg / 128lb,CB,26,United States,NWSL,Rac. Louisville,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/courtney-petersen/267305,,,,,
707,707,2318,Emma Ramírez,74,70,55,71,70,72,60,70,70,59,60,62,40,35,66,65,77,40,77,70,62,70,54,60,69,78,69,72,55,75,75,69,61,67,51,71,RB,2,2,Right,"169cm / 5'7""",63kg / 139lb,,22,Spain,Liga F,Real Sociedad,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emma-ramirez/271443,,,,,
708,708,2318,Noelia Ramos,74,77,75,70,75,45,73,45,45,12,17,53,13,16,20,22,11,13,20,19,11,21,55,65,60,20,20,15,12,20,14,15,60,40,55,40,GK,2,1,Right,"168cm / 5'6""",60kg / 132lb,,25,Spain,Liga F,UD Tenerife,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noelia-ramos/272235,77.0,75.0,70.0,73.0,75.0
709,709,2318,Brittany Ratcliffe,74,71,72,71,72,41,68,69,72,81,75,71,67,68,69,68,69,59,77,68,67,68,72,74,78,77,71,38,74,37,37,37,77,74,69,56,LM,3,3,Right,"163cm / 5'4""",52kg / 115lb,LW,30,United States,NWSL,Washington Spirit,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brittany-ratcliffe/267243,,,,,
710,710,2318,Kerlly Real,74,76,52,61,66,73,76,77,76,50,50,61,50,45,55,45,69,40,71,60,49,60,77,67,70,70,77,75,67,75,74,70,82,75,76,75,RB,3,2,Right,"164cm / 5'5""",58kg / 128lb,,25,Ecuador,Liga F,Valencia CF,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kerlly-real/272089,,,,,
711,711,2318,Louna Ribadeira,74,75,73,64,77,34,62,76,74,74,75,69,73,70,64,60,57,59,73,59,69,78,74,72,75,79,68,26,67,37,29,26,77,57,70,46,ST,3,3,Right,"169cm / 5'7""",58kg / 128lb,CAM,20,France,Arkema PL,Paris FC,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/louna-ribadeira/265002,,,,,
712,712,2318,Diana Gomes,74,69,30,54,58,76,72,71,68,22,25,45,25,29,43,43,33,35,75,57,46,51,49,69,69,67,63,75,69,77,79,76,78,68,73,72,CB,3,2,Right,"167cm / 5'6""",60kg / 132lb,,26,Portugal,Liga F,Sevilla FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diana-gomes/261853,,,,,
713,713,2318,Nadine Riesen,74,70,59,65,69,73,64,71,69,60,65,59,49,38,63,59,73,52,75,50,48,68,56,59,73,77,62,67,71,76,74,75,76,68,61,63,LB,2,2,Left,"166cm / 5'5""",59kg / 130lb,RB,24,Switzerland,GPFBL,Frankfurt,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nadine-riesen/273405,,,,,
714,714,2318,Katie Robinson,74,81,66,68,75,38,64,81,81,76,68,66,65,61,50,72,73,51,73,53,60,75,74,77,70,76,70,46,50,38,32,26,70,71,62,57,RM,3,3,Right,"160cm / 5'3""",56kg / 123lb,"LM, RW",22,England,Barclays WSL,Aston Villa,"Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katie-robinson/265289,,,,,
715,715,2318,Madeline Roth,74,72,74,70,77,56,66,70,74,76,77,69,75,68,70,73,62,59,75,69,67,77,74,75,74,80,78,63,69,45,62,48,72,87,65,41,ST,3,3,Right,"173cm / 5'8""",62kg / 137lb,"CM, CDM",22,France,Arkema PL,Havre AC,"Flair, Press Proven, Relentless, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/madeline-roth/269829,,,,,
716,716,2318,Thiniba Samoura,74,74,32,54,63,74,70,70,78,29,29,46,26,25,34,35,47,30,74,54,48,55,66,65,72,73,65,70,73,75,78,69,80,61,72,74,CB,3,3,Right,"172cm / 5'8""",60kg / 132lb,RB,20,France,Arkema PL,Paris SG,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thiniba-samoura/277866,,,,,
717,717,2318,Pauleta Sancho,74,77,65,68,71,72,68,77,77,69,67,65,65,59,55,65,70,41,76,65,60,69,70,67,70,75,66,75,60,79,70,65,74,75,64,70,LB,3,3,Left,"161cm / 5'3""",54kg / 119lb,,26,Spain,Liga F,Valencia CF,"Rapid, Relentless, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pauleta-sancho/272087,,,,,
718,718,2318,Andrea Sierra,74,76,53,67,69,69,56,68,83,62,55,61,43,42,51,65,75,41,70,65,52,68,71,59,74,71,70,63,72,59,82,71,66,71,48,53,RB,2,3,Right,"162cm / 5'4""",58kg / 128lb,RM,26,Spain,Liga F,SD Eibar,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-sierra/275578,,,,,
719,719,2318,Catarina Amado,74,77,59,66,69,68,70,79,75,59,60,65,58,39,56,56,70,48,73,68,61,67,63,80,70,73,65,66,65,69,69,72,75,82,62,72,RB,3,3,Right,"168cm / 5'6""",58kg / 128lb,LB,25,Portugal,Liga Portugal Feminino,SL Benfica,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/catarina-amado/261858,,,,,
720,720,2318,Lúcia Alves,74,75,48,69,77,69,62,79,72,63,50,60,34,33,47,60,75,42,73,69,70,79,75,88,68,75,66,70,62,69,69,72,69,74,53,67,LB,3,2,Right,"157cm / 5'2""",55kg / 121lb,CM,26,Portugal,Liga Portugal Feminino,SL Benfica,"Long Ball Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucia-alves/268470,,,,,
721,721,2318,Meredith Speck,74,69,66,75,74,64,59,67,70,75,68,62,67,61,59,78,76,58,78,68,72,74,69,72,75,76,78,67,59,66,68,45,61,70,51,66,CM,3,3,Left,"160cm / 5'3""",55kg / 121lb,CAM,31,United States,NWSL,NC Courage,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/meredith-speck/267245,,,,,
722,722,2318,Drew Spence,74,33,74,73,72,61,69,32,34,78,75,77,75,60,65,77,67,56,77,75,65,77,32,71,74,78,61,71,59,45,70,59,66,44,87,56,CM,4,3,Right,"164cm / 5'5""",62kg / 137lb,CAM,31,Jamaica,Barclays WSL,Spurs,"Power Header, Power Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/drew-spence/265246,,,,,
723,723,2318,Nikki Stanton,74,49,53,65,65,73,68,51,48,55,52,57,53,51,52,72,41,55,75,76,46,63,47,84,70,71,68,75,51,79,73,75,64,57,76,61,CDM,3,2,Right,"170cm / 5'7""",65kg / 143lb,,33,United States,NWSL,Seattle Reign,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikki-stanton/267211,,,,,
724,724,2318,Beke Sterner,74,73,59,73,71,71,69,75,72,60,57,64,58,51,64,69,72,65,77,73,64,69,77,72,73,73,71,74,59,77,69,68,74,73,71,60,RB,2,2,Right,"164cm / 5'5""",57kg / 126lb,CM,21,Germany,GPFBL,SGS Essen,"Aerial, Anticipate",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/beke-sterner/265033,,,,,
725,725,2318,Ella Stevens,74,70,74,67,68,42,66,69,70,79,76,74,72,72,65,66,58,66,75,66,61,66,62,60,76,74,62,38,74,38,41,37,77,65,69,58,ST,3,3,Right,"173cm / 5'8""",60kg / 132lb,,26,United States,NWSL,NJ/NY Gotham,Incisive Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ella-stevens/267278,,,,,
726,726,2318,Zoé Stiévenart,74,78,72,68,75,41,70,78,78,74,74,71,72,69,68,65,67,62,75,59,69,75,76,70,67,78,70,38,67,40,38,32,78,74,70,63,RM,3,3,Right,"167cm / 5'6""",57kg / 126lb,"LM, ST, RW",22,France,Arkema PL,Havre AC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zoe-stievenart/268647,,,,,
727,727,2318,Fatima Tagnaout,74,87,65,67,79,40,52,88,86,68,67,63,63,54,69,63,72,65,70,58,74,79,88,83,70,77,77,47,47,35,39,33,65,64,53,31,LW,2,4,Left,"157cm / 5'2""",54kg / 119lb,"RW, LM",25,Morocco,Liga F,Sevilla FC,"Flair, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fatima-tagnaout/273239,,,,,
728,728,2318,Inês Pereira,74,71,74,78,76,37,73,38,36,11,11,59,8,9,11,37,12,13,32,28,18,22,33,44,71,24,47,12,12,14,15,13,47,34,37,23,GK,3,1,Left,"168cm / 5'6""",64kg / 141lb,,25,Portugal,Liga F,RC Deportivo,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ines-pereira/261848,71.0,74.0,78.0,73.0,76.0
729,729,2318,Alyssa Thompson,74,86,66,69,78,41,58,84,88,72,70,64,63,59,54,70,63,58,76,59,71,78,86,81,64,79,65,34,64,35,45,38,77,55,62,46,LW,3,4,Right,"163cm / 5'4""",58kg / 128lb,"RW, LM",19,United States,NWSL,Angel City FC,"Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alyssa-thompson/273466,,,,,
730,730,2318,Sanne Troelsgaard,74,50,68,66,73,68,75,49,50,75,69,69,69,45,59,70,43,48,78,72,48,76,70,33,72,77,73,73,57,61,77,62,71,69,86,57,CM,3,3,Right,"176cm / 5'9""",64kg / 141lb,,36,Denmark,Calcio A Femminile,Roma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sanne-troelsgaard/266592,,,,,
731,731,2318,Michelle Ulbrich,74,46,55,68,67,77,75,46,46,56,52,63,53,44,58,63,57,62,77,75,55,66,54,65,74,73,64,76,74,79,78,69,72,82,73,73,CB,3,2,Right,"175cm / 5'9""",65kg / 143lb,,27,Germany,GPFBL,SV Werder Bremen,"Bruiser, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michelle-ulbrich/265119,,,,,
732,732,2318,Itxaso,74,53,59,69,59,78,66,55,51,69,54,65,60,55,75,65,66,50,75,71,62,45,70,66,65,71,75,82,84,71,81,75,77,67,63,69,CDM,2,3,Right,"168cm / 5'6""",58kg / 128lb,,33,Spain,Liga F,Athletic Club,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/itxaso/272130,,,,,
733,733,2318,Irina Uribe,74,77,74,72,75,46,77,79,76,75,77,72,73,70,65,75,65,80,74,70,73,75,80,83,69,75,65,40,70,35,55,35,82,87,74,69,ST,4,4,Right,"160cm / 5'3""",60kg / 132lb,LW,26,Spain,Liga F,Levante Badalona,"Chip Shot, First Touch, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/irina-uribe/272159,,,,,
734,734,2318,Olivia Van der Jagt,74,65,55,65,68,74,63,65,65,55,55,59,57,39,51,67,41,56,77,75,40,66,64,65,70,74,67,76,48,77,77,74,60,69,60,63,CDM,3,3,Right,"173cm / 5'8""",65kg / 143lb,CM,25,United States,NWSL,Seattle Reign,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/olivia-van-der-jagt/267522,,,,,
735,735,2318,Daphne van Domselaar,74,73,69,66,74,40,75,36,45,8,6,50,8,7,19,35,12,14,31,16,10,9,37,46,74,18,25,8,10,6,14,13,45,21,34,18,GK,2,1,Right,"176cm / 5'9""",66kg / 146lb,,24,Holland,Barclays WSL,Arsenal,"Cross Claimer, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daphne-van-domselaar/258680,73.0,69.0,66.0,75.0,74.0
736,736,2318,Michele Vasconcelos,74,68,69,67,73,46,59,65,71,74,72,66,71,51,65,76,45,63,76,71,44,73,68,70,74,75,65,48,57,42,44,45,63,68,56,55,CAM,3,3,Right,"165cm / 5'5""",60kg / 132lb,RW,30,United States,NWSL,Utah Royals FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michele-vasconcelos/267344,,,,,
737,737,2318,Katrine Veje,74,66,45,73,66,72,69,63,68,43,38,61,45,34,59,58,75,66,81,77,71,64,61,50,73,72,75,71,66,74,73,71,71,66,70,69,LB,3,2,Left,"174cm / 5'9""",61kg / 134lb,CB,33,Denmark,Barclays WSL,Crystal Palace,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/katrine-veje/271347,,,,,
738,738,2318,Bruna,74,82,73,62,74,33,60,79,85,77,77,65,77,70,54,55,65,61,70,51,63,75,75,54,77,75,71,43,54,34,21,23,67,66,57,56,RW,3,3,Left,"163cm / 5'4""",53kg / 117lb,"CAM, RM",22,Spain,Barclays WSL,Brighton,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bruna/268939,,,,,
739,739,2318,Cortnee Vine,74,81,67,66,76,33,49,84,78,75,75,61,65,45,50,67,68,41,72,56,62,76,77,91,70,77,66,24,41,20,49,35,53,78,43,29,LM,3,3,Right,"165cm / 5'5""",60kg / 132lb,"RM, LW",26,Australia,NWSL,NC Courage,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cortnee-vine/266240,,,,,
740,740,2318,Sophia Winkler,74,73,74,73,72,59,74,57,62,12,18,55,12,12,23,59,29,20,13,11,33,13,54,69,74,20,35,18,11,12,16,10,71,15,71,22,GK,2,1,Right,"175cm / 5'9""",64kg / 141lb,,21,Germany,GPFBL,SGS Essen,"Cross Claimer, Far Throw, Footwork",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sophia-winkler/265053,73.0,74.0,73.0,74.0,72.0
741,741,2318,Lily Woodham,74,76,53,65,66,73,69,76,76,61,47,68,48,41,62,49,69,73,70,67,72,60,74,72,70,73,60,76,68,75,73,68,75,77,62,75,LB,3,3,Left,"167cm / 5'6""",59kg / 130lb,LM,24,Wales,NWSL,Seattle Reign,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lily-woodham/265352,,,,,
742,742,2318,Julia Zigiotti,74,69,64,75,76,60,55,71,67,71,62,67,67,57,51,77,63,72,79,79,69,78,80,82,69,74,57,53,40,60,71,64,53,68,50,54,CM,3,3,Right,"165cm / 5'5""",59kg / 130lb,CDM,26,Sweden,GPFBL,FC Bayern München,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julia-zigiotti/247477,,,,,
743,743,2882,Mara Alber,73,77,66,64,74,54,66,79,76,76,75,53,66,33,58,70,60,42,69,64,52,75,77,62,71,76,62,68,49,38,66,42,67,76,64,59,RW,2,3,Right,"178cm / 5'10""",63kg / 139lb,RM,19,Germany,GPFBL,TSG Hoffenheim,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mara-alber/274846,,,,,
744,744,2882,Asmita Ale,73,67,51,67,64,73,67,65,68,59,54,54,42,35,55,58,72,55,73,67,62,58,69,76,69,70,56,74,69,73,75,72,72,61,69,68,RB,3,2,Right,"166cm / 5'5""",59kg / 130lb,RM,22,England,Barclays WSL,Leicester City,"Anticipate, Jockey, Long Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/asmita-ale/265253,,,,,
745,745,2882,Ainhoa Alguacil,73,76,64,74,71,65,56,77,75,70,70,60,60,45,55,70,65,53,83,80,61,69,81,74,60,74,61,66,71,55,74,55,71,73,49,50,CM,2,3,Right,"163cm / 5'4""",58kg / 128lb,CAM,18,Spain,Liga F,Valencia CF,"Flair, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ainhoa-alguacil/272097,,,,,
746,746,2882,Ary Borges,73,72,74,68,76,62,57,71,73,74,75,74,72,72,71,69,56,66,74,70,61,76,72,78,73,78,64,67,67,46,73,66,68,71,54,45,CM,3,3,Right,"165cm / 5'5""",60kg / 132lb,,24,Brazil,NWSL,Rac. Louisville,"Flair, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ary-borges/272826,,,,,
747,747,2882,Lydia Andrade,73,75,66,72,73,48,67,79,72,76,65,67,69,61,50,70,78,65,75,62,65,75,79,57,66,73,69,54,43,45,54,34,66,65,70,64,LM,2,3,Right,"167cm / 5'6""",62kg / 137lb,"RM, LW",25,Switzerland,GPFBL,RB Leipzig,"Block, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lydia-andrade/272274,,,,,
748,748,2882,Paula Arana,73,77,70,72,72,56,64,79,76,70,69,73,72,69,65,71,70,74,75,69,71,75,71,75,64,70,62,55,55,61,55,47,73,69,68,45,LM,4,3,Right,"172cm / 5'8""",60kg / 132lb,"ST, LW",22,Spain,Liga F,Granada CF,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paula-arana/272136,,,,,
749,749,2882,Eider Arana,73,62,54,69,69,72,78,54,69,72,62,52,40,32,45,74,71,43,72,70,50,71,61,59,75,72,61,66,77,72,75,65,81,81,80,68,LB,3,3,Left,"170cm / 5'7""",60kg / 132lb,CB,22,Spain,Liga F,SD Eibar,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eider-arana/278651,,,,,
750,750,2882,Guðrún Arnardóttir,73,66,34,58,63,75,72,65,67,27,34,33,35,30,51,58,32,42,75,69,31,60,68,51,75,65,58,74,71,77,75,71,75,77,69,70,CB,3,2,Right,"171cm / 5'7""",68kg / 150lb,,29,Iceland,Sverige Liga,FC Rosengård,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gu-run-arnardottir/269657,,,,,
751,751,2882,Merle Barth,73,47,47,66,64,73,71,47,47,66,45,49,45,40,56,69,60,42,75,67,41,55,66,63,72,74,64,74,70,77,70,74,72,57,80,66,CB,3,2,Right,"166cm / 5'5""",60kg / 132lb,,30,Germany,Liga F,Atlético de Madrid,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/merle-barth/265021,,,,,
752,752,2882,Bea Beltrán,73,71,56,62,64,71,71,70,71,47,50,67,59,45,65,39,75,51,70,60,59,58,69,62,69,70,77,70,60,73,75,70,73,73,72,65,LB,3,3,Left,"160cm / 5'3""",52kg / 115lb,LW,26,Spain,Liga F,UD Tenerife,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bea-beltran/272086,,,,,
753,753,2882,Malia Berkely,73,50,50,57,64,75,63,53,47,44,48,65,41,32,64,42,52,33,72,61,51,60,68,56,72,70,63,74,71,76,75,73,74,36,75,65,CB,3,3,Right,"173cm / 5'8""",57kg / 126lb,CDM,26,United States,NWSL,NC Courage,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/malia-berkely/265862,,,,,
754,754,2882,Julia Bianchi,73,71,73,75,76,70,54,70,71,68,70,77,76,71,71,74,77,67,77,73,74,77,76,76,76,77,68,69,56,71,74,68,54,69,41,67,CDM,3,3,Right,"167cm / 5'6""",58kg / 128lb,CM,26,Brazil,NWSL,Chicago Red Stars,"Anticipate, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julia-bianchi/273777,,,,,
755,755,2882,Alena Bienz,73,75,69,67,72,50,69,76,75,82,74,72,58,63,54,64,63,45,74,67,62,73,65,70,75,74,63,47,65,39,58,52,77,72,70,59,ST,2,3,Right,"167cm / 5'6""",61kg / 134lb,CAM,21,Switzerland,GPFBL,1. FC Köln,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alena-bienz/271845,,,,,
756,756,2882,Cyrielle Blanc,73,57,64,69,70,69,73,43,69,73,69,57,66,49,53,71,55,49,78,74,58,71,66,50,72,74,68,72,51,66,76,66,61,73,76,68,CM,3,3,Right,"176cm / 5'9""",66kg / 146lb,CDM,21,France,Arkema PL,Montpellier,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cyrielle-blanc/265840,,,,,
757,757,2882,Laura Blindkilde Brown,73,73,57,70,73,61,54,70,75,75,55,59,56,50,57,75,51,49,79,78,52,73,72,79,70,75,56,59,54,58,67,61,57,68,48,51,CM,5,3,Right,"162cm / 5'4""",56kg / 123lb,CAM,21,England,Barclays WSL,Manchester City,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/laura-blindkilde-brown/265317,,,,,
758,758,2882,Lou Bogaert,73,65,51,63,71,71,64,68,63,44,48,72,44,41,43,50,69,41,73,55,64,70,72,69,69,75,53,71,67,69,74,75,71,66,65,57,LB,3,3,Left,"166cm / 5'5""",58kg / 128lb,,20,France,Arkema PL,Paris FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lou-bogaert/269972,,,,,
759,759,2882,Emilie Bragstad,73,36,45,51,57,74,74,38,35,26,45,65,33,23,62,29,38,27,68,62,54,59,33,34,69,63,64,68,78,75,77,73,75,69,78,70,CB,3,2,Right,"188cm / 6'2""",75kg / 165lb,,22,Norway,GPFBL,Leverkusen,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emilie-bragstad/268478,,,,,
760,760,2882,Fiona Brown,73,76,70,68,71,37,69,78,75,72,69,72,80,44,62,70,70,57,71,67,48,70,63,80,74,73,65,35,65,32,36,32,80,78,75,41,LM,3,4,Right,"165cm / 5'5""",55kg / 121lb,"LB, CM, LW",29,Scotland,Scottish Women's League,Glasgow City FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fiona-brown/245884,,,,,
761,761,2882,Phoenetia Browne,73,77,71,65,71,38,76,71,81,73,70,80,66,62,71,69,68,61,70,48,63,70,67,61,72,76,69,42,72,39,28,20,87,73,86,54,ST,4,3,Left,"173cm / 5'8""",66kg / 146lb,,30,St. Kitts and Nevis,Liga F,Valencia CF,"Press Proven, Quick Step",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/phoenetia-browne/265171,,,,,
